Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
12,3,3.8,90,0.8,448,Spring,No Holiday,Yes,3,8,2018
8,4,3.3,90,1.3,682,Spring,No Holiday,Yes,3,8,2018
17,5,3.1,90,1.2,974,Spring,No Holiday,Yes,3,8,2018
32,6,3.1,89,0.2,903,Spring,No Holiday,Yes,3,8,2018
64,7,3.0,90,0.7,578,Spring,No Holiday,Yes,3,8,2018
88,8,3.0,94,0.3,444,Spring,No Holiday,Yes,3,8,2018
100,9,3.4,90,1.5,386,Spring,No Holiday,Yes,3,8,2018
165,10,3.6,88,2.6,681,Spring,No Holiday,Yes,3,8,2018
290,11,4.5,82,2.0,1226,Spring,No Holiday,Yes,3,8,2018
375,12,5.6,72,3.0,1700,Spring,No Holiday,Yes,3,8,2018
405,13,6.7,65,3.2,1651,Spring,No Holiday,Yes,3,8,2018
452,14,7.7,62,2.4,1758,Spring,No Holiday,Yes,3,8,2018
555,15,9.2,53,3.3,1896,Spring,No Holiday,Yes,3,8,2018
594,16,9.5,56,3.1,994,Spring,No Holiday,Yes,3,8,2018
757,17,7.5,64,4.3,538,Spring,No Holiday,Yes,3,8,2018
1091,18,5.9,68,3.4,543,Spring,No Holiday,Yes,3,8,2018
683,19,4.5,72,2.7,529,Spring,No Holiday,Yes,3,8,2018
586,20,3.3,74,2.6,494,Spring,No Holiday,Yes,3,8,2018
533,21,3.1,74,3.2,465,Spring,No Holiday,Yes,3,8,2018
498,22,2.8,74,2.1,469,Spring,No Holiday,Yes,3,8,2018
315,23,2.8,73,1.8,468,Spring,No Holiday,Yes,3,8,2018
272,0,3.0,72,2.3,473,Spring,No Holiday,Yes,3,9,2018
228,1,2.8,73,2.6,413,Spring,No Holiday,Yes,3,9,2018
155,2,2.8,74,1.2,415,Spring,No Holiday,Yes,3,9,2018
105,3,2.7,75,0.7,417,Spring,No Holiday,Yes,3,9,2018
66,4,2.5,76,1.0,403,Spring,No Holiday,Yes,3,9,2018
88,5,2.5,76,0.7,544,Spring,No Holiday,Yes,3,9,2018
195,6,2.5,71,1.1,1055,Spring,No Holiday,Yes,3,9,2018
574,7,1.6,76,0.7,1024,Spring,No Holiday,Yes,3,9,2018
1041,8,1.8,67,0.7,1917,Spring,No Holiday,Yes,3,9,2018
570,9,3.5,60,1.3,1969,Spring,No Holiday,Yes,3,9,2018
361,10,4.8,54,1.3,1921,Spring,No Holiday,Yes,3,9,2018
444,11,5.9,51,0.7,1866,Spring,No Holiday,Yes,3,9,2018
510,12,6.8,51,1.0,1617,Spring,No Holiday,Yes,3,9,2018
509,13,7.5,44,2.0,1526,Spring,No Holiday,Yes,3,9,2018
542,14,8.0,42,1.5,1690,Spring,No Holiday,Yes,3,9,2018
611,15,7.7,51,2.9,670,Spring,No Holiday,Yes,3,9,2018
686,16,9.6,38,1.7,1052,Spring,No Holiday,Yes,3,9,2018
834,17,8.9,46,1.8,789,Spring,No Holiday,Yes,3,9,2018
1231,18,7.0,55,2.0,705,Spring,No Holiday,Yes,3,9,2018
718,19,5.4,60,3.9,990,Spring,No Holiday,Yes,3,9,2018
535,20,4.3,67,1.1,1125,Spring,No Holiday,Yes,3,9,2018
537,21,3.5,69,1.4,1177,Spring,No Holiday,Yes,3,9,2018
521,22,2.9,69,1.2,1179,Spring,No Holiday,Yes,3,9,2018
309,23,2.5,72,1.5,1071,Spring,No Holiday,Yes,3,9,2018
328,0,2.1,74,1.4,970,Spring,No Holiday,Yes,3,10,2018
305,1,2.0,75,1.0,658,Spring,No Holiday,Yes,3,10,2018
241,2,1.6,79,0.9,685,Spring,No Holiday,Yes,3,10,2018
139,3,1.3,80,0.6,705,Spring,No Holiday,Yes,3,10,2018
91,4,0.9,81,0.6,620,Spring,No Holiday,Yes,3,10,2018
79,5,0.8,80,0.3,565,Spring,No Holiday,Yes,3,10,2018
74,6,1.1,78,1.1,538,Spring,No Holiday,Yes,3,10,2018
208,7,0.9,78,1.1,535,Spring,No Holiday,Yes,3,10,2018
340,8,1.5,73,1.2,466,Spring,No Holiday,Yes,3,10,2018
381,9,2.7,71,1.3,418,Spring,No Holiday,Yes,3,10,2018
416,10,3.5,65,2.4,539,Spring,No Holiday,Yes,3,10,2018
497,11,5.7,58,2.3,700,Spring,No Holiday,Yes,3,10,2018
650,12,7.1,50,2.2,909,Spring,No Holiday,Yes,3,10,2018
757,13,8.2,42,3.1,1261,Spring,No Holiday,Yes,3,10,2018
906,14,9.2,38,2.6,1377,Spring,No Holiday,Yes,3,10,2018
931,15,8.1,36,4.7,1964,Spring,No Holiday,Yes,3,10,2018
972,16,8.3,37,3.8,1867,Spring,No Holiday,Yes,3,10,2018
829,17,7.7,46,2.8,1635,Spring,No Holiday,Yes,3,10,2018
664,18,6.2,61,3.2,1411,Spring,No Holiday,Yes,3,10,2018
573,19,5.3,67,2.6,1314,Spring,No Holiday,Yes,3,10,2018
447,20,5.2,69,1.8,1196,Spring,No Holiday,Yes,3,10,2018
470,21,5.0,73,2.2,1173,Spring,No Holiday,Yes,3,10,2018
421,22,5.0,75,2.2,1084,Spring,No Holiday,Yes,3,10,2018
345,23,5.1,75,1.4,950,Spring,No Holiday,Yes,3,10,2018
376,0,5.1,77,1.9,718,Spring,No Holiday,Yes,3,11,2018
222,1,4.8,80,1.3,583,Spring,No Holiday,Yes,3,11,2018
171,2,4.7,78,1.5,466,Spring,No Holiday,Yes,3,11,2018
115,3,4.4,80,1.6,393,Spring,No Holiday,Yes,3,11,2018
80,4,4.2,81,1.3,333,Spring,No Holiday,Yes,3,11,2018
45,5,3.9,85,1.6,264,Spring,No Holiday,Yes,3,11,2018
63,6,3.4,85,1.5,234,Spring,No Holiday,Yes,3,11,2018
119,7,2.9,84,1.9,241,Spring,No Holiday,Yes,3,11,2018
212,8,2.8,82,1.2,240,Spring,No Holiday,Yes,3,11,2018
289,9,3.9,77,2.0,263,Spring,No Holiday,Yes,3,11,2018
394,10,5.9,69,2.6,330,Spring,No Holiday,Yes,3,11,2018
425,11,7.6,54,1.6,430,Spring,No Holiday,Yes,3,11,2018
666,12,9.2,40,2.6,592,Spring,No Holiday,Yes,3,11,2018
843,13,10.3,31,2.1,885,Spring,No Holiday,Yes,3,11,2018
1154,14,11.6,20,2.7,1647,Spring,No Holiday,Yes,3,11,2018
1294,15,11.9,26,2.8,1338,Spring,No Holiday,Yes,3,11,2018
1205,16,11.9,25,2.7,1424,Spring,No Holiday,Yes,3,11,2018
1028,17,11.1,25,2.0,1765,Spring,No Holiday,Yes,3,11,2018
776,18,9.4,22,2.9,1995,Spring,No Holiday,Yes,3,11,2018
596,19,7.8,28,1.9,1982,Spring,No Holiday,Yes,3,11,2018
530,20,6.7,32,1.9,1722,Spring,No Holiday,Yes,3,11,2018
533,21,5.7,34,1.0,1520,Spring,No Holiday,Yes,3,11,2018
419,22,5.3,31,2.3,1842,Spring,No Holiday,Yes,3,11,2018
288,23,4.2,34,1.7,1476,Spring,No Holiday,Yes,3,11,2018
222,0,3.5,46,1.1,1040,Spring,No Holiday,Yes,3,12,2018
163,1,2.9,51,0.8,1119,Spring,No Holiday,Yes,3,12,2018
95,2,2.7,46,0.4,1363,Spring,No Holiday,Yes,3,12,2018
60,3,2.3,48,0.8,1448,Spring,No Holiday,Yes,3,12,2018
47,4,2.8,52,0.6,1249,Spring,No Holiday,Yes,3,12,2018
106,5,3.3,53,0.4,1208,Spring,No Holiday,Yes,3,12,2018
261,6,2.8,57,0.7,920,Spring,No Holiday,Yes,3,12,2018
662,7,3.0,53,0.5,1094,Spring,No Holiday,Yes,3,12,2018
1066,8,3.8,47,0.8,1229,Spring,No Holiday,Yes,3,12,2018
604,9,4.8,43,1.0,1200,Spring,No Holiday,Yes,3,12,2018
406,10,6.6,40,1.0,1061,Spring,No Holiday,Yes,3,12,2018
463,11,9.2,33,1.1,892,Spring,No Holiday,Yes,3,12,2018
581,12,11.7,32,1.6,690,Spring,No Holiday,Yes,3,12,2018
588,13,13.6,34,1.8,458,Spring,No Holiday,Yes,3,12,2018
603,14,14.9,34,2.8,403,Spring,No Holiday,Yes,3,12,2018
694,15,15.3,32,2.9,458,Spring,No Holiday,Yes,3,12,2018
752,16,14.5,34,3.1,471,Spring,No Holiday,Yes,3,12,2018
931,17,13.7,38,2.6,436,Spring,No Holiday,Yes,3,12,2018
1425,18,12.2,43,2.8,463,Spring,No Holiday,Yes,3,12,2018
946,19,10.6,47,2.0,425,Spring,No Holiday,Yes,3,12,2018
801,20,9.4,50,2.1,391,Spring,No Holiday,Yes,3,12,2018
771,21,8.7,49,1.7,464,Spring,No Holiday,Yes,3,12,2018
695,22,7.8,49,0.1,528,Spring,No Holiday,Yes,3,12,2018
397,23,6.8,56,0.9,497,Spring,No Holiday,Yes,3,12,2018
309,0,6.4,62,0.7,506,Spring,No Holiday,Yes,13,3,2018
231,1,5.9,65,1.0,596,Spring,No Holiday,Yes,13,3,2018
161,2,5.4,66,0.6,623,Spring,No Holiday,Yes,13,3,2018
103,3,5.5,62,0.6,722,Spring,No Holiday,Yes,13,3,2018
88,4,6.2,59,0.8,493,Spring,No Holiday,Yes,13,3,2018
97,5,6.8,56,0.9,570,Spring,No Holiday,Yes,13,3,2018
252,6,7.0,58,0.7,537,Spring,No Holiday,Yes,13,3,2018
668,7,7.2,56,0.5,545,Spring,No Holiday,Yes,13,3,2018
1215,8,8.0,48,0.4,711,Spring,No Holiday,Yes,13,3,2018
616,9,9.4,44,0.3,743,Spring,No Holiday,Yes,13,3,2018
428,10,10.9,40,0.5,714,Spring,No Holiday,Yes,13,3,2018
571,11,12.6,49,1.4,988,Spring,No Holiday,Yes,13,3,2018
626,12,15.5,47,3.3,1303,Spring,No Holiday,Yes,13,3,2018
678,13,17.1,42,3.2,1305,Spring,No Holiday,Yes,13,3,2018
705,14,18.3,43,2.2,1509,Spring,No Holiday,Yes,13,3,2018
815,15,18.6,47,3.3,1560,Spring,No Holiday,Yes,13,3,2018
890,16,17.6,53,3.7,1735,Spring,No Holiday,Yes,13,3,2018
1085,17,16.9,62,3.1,1562,Spring,No Holiday,Yes,13,3,2018
1749,18,15.7,68,3.3,1473,Spring,No Holiday,Yes,13,3,2018
1224,19,14.1,77,2.0,1240,Spring,No Holiday,Yes,13,3,2018
986,20,13.9,77,1.5,1010,Spring,No Holiday,Yes,13,3,2018
982,21,13.7,79,2.0,1035,Spring,No Holiday,Yes,13,3,2018
912,22,13.5,81,2.8,933,Spring,No Holiday,Yes,13,3,2018
572,23,13.4,81,2.6,958,Spring,No Holiday,Yes,13,3,2018
412,0,13.6,79,2.2,862,Spring,No Holiday,Yes,14,3,2018
309,1,13.7,73,2.2,1182,Spring,No Holiday,Yes,14,3,2018
226,2,13.8,70,1.3,1363,Spring,No Holiday,Yes,14,3,2018
142,3,14.0,67,2.3,1733,Spring,No Holiday,Yes,14,3,2018
82,4,14.0,70,1.5,1648,Spring,No Holiday,Yes,14,3,2018
123,5,14.1,69,1.3,1923,Spring,No Holiday,Yes,14,3,2018
290,6,14.1,69,1.6,1882,Spring,No Holiday,Yes,14,3,2018
786,7,14.1,69,1.1,1692,Spring,No Holiday,Yes,14,3,2018
1371,8,14.2,67,0.9,1812,Spring,No Holiday,Yes,14,3,2018
761,9,14.6,62,1.2,1768,Spring,No Holiday,Yes,14,3,2018
552,10,15.7,58,1.3,1980,Spring,No Holiday,Yes,14,3,2018
643,11,17.5,55,2.1,1892,Spring,No Holiday,Yes,14,3,2018
813,12,19.9,44,2.7,1874,Spring,No Holiday,Yes,14,3,2018
789,13,20.9,44,4.7,1795,Spring,No Holiday,Yes,14,3,2018
878,14,21.1,42,4.3,2000,Spring,No Holiday,Yes,14,3,2018
1025,15,21.7,39,3.3,1979,Spring,No Holiday,Yes,14,3,2018
1049,16,21.7,41,3.2,2000,Spring,No Holiday,Yes,14,3,2018
1325,17,20.5,49,3.5,2000,Spring,No Holiday,Yes,14,3,2018
2100,18,19.2,53,2.4,2000,Spring,No Holiday,Yes,14,3,2018
1478,19,17.9,54,2.9,2000,Spring,No Holiday,Yes,14,3,2018
1275,20,17.2,60,2.5,1993,Spring,No Holiday,Yes,14,3,2018
1181,21,16.8,67,2.0,1775,Spring,No Holiday,Yes,14,3,2018
983,22,16.2,71,2.0,1780,Spring,No Holiday,Yes,14,3,2018
587,23,16.1,69,1.8,1666,Spring,No Holiday,Yes,14,3,2018
466,0,16.0,69,2.4,1863,Spring,No Holiday,Yes,15,3,2018
355,1,16.3,68,2.1,1859,Spring,No Holiday,Yes,15,3,2018
203,2,16.5,68,1.3,1724,Spring,No Holiday,Yes,15,3,2018
51,3,16.5,69,2.4,1659,Spring,No Holiday,Yes,15,3,2018
9,4,15.1,86,2.1,877,Spring,No Holiday,Yes,15,3,2018
8,5,14.5,94,2.0,487,Spring,No Holiday,Yes,15,3,2018
10,6,14.4,96,0.7,453,Spring,No Holiday,Yes,15,3,2018
15,7,14.3,97,0.3,189,Spring,No Holiday,Yes,15,3,2018
39,8,14.1,97,1.1,342,Spring,No Holiday,Yes,15,3,2018
32,9,14.1,98,1.1,253,Spring,No Holiday,Yes,15,3,2018
27,10,14.2,98,1.2,299,Spring,No Holiday,Yes,15,3,2018
65,11,13.9,98,1.4,296,Spring,No Holiday,Yes,15,3,2018
204,12,13.3,97,2.9,771,Spring,No Holiday,Yes,15,3,2018
269,13,12.7,97,2.6,467,Spring,No Holiday,Yes,15,3,2018
289,14,12.1,97,2.0,177,Spring,No Holiday,Yes,15,3,2018
329,15,11.6,97,3.4,117,Spring,No Holiday,Yes,15,3,2018
214,16,10.7,98,1.2,196,Spring,No Holiday,Yes,15,3,2018
411,17,10.9,98,1.3,222,Spring,No Holiday,Yes,15,3,2018
676,18,10.4,98,2.5,116,Spring,No Holiday,Yes,15,3,2018
606,19,10.4,98,2.0,391,Spring,No Holiday,Yes,15,3,2018
533,20,10.5,97,1.8,372,Spring,No Holiday,Yes,15,3,2018
567,21,10.4,96,2.7,499,Spring,No Holiday,Yes,15,3,2018
506,22,9.8,90,3.7,493,Spring,No Holiday,Yes,15,3,2018
343,23,9.3,90,4.1,609,Spring,No Holiday,Yes,15,3,2018
287,0,8.4,86,2.2,2000,Spring,No Holiday,Yes,16,3,2018
278,1,7.2,83,2.1,2000,Spring,No Holiday,Yes,16,3,2018
178,2,6.7,72,2.1,2000,Spring,No Holiday,Yes,16,3,2018
102,3,6.1,67,2.6,2000,Spring,No Holiday,Yes,16,3,2018
85,4,5.7,62,2.4,2000,Spring,No Holiday,Yes,16,3,2018
85,5,5.2,60,2.0,2000,Spring,No Holiday,Yes,16,3,2018
222,6,4.4,61,1.7,2000,Spring,No Holiday,Yes,16,3,2018
652,7,3.7,59,2.9,2000,Spring,No Holiday,Yes,16,3,2018
1176,8,3.8,56,2.4,2000,Spring,No Holiday,Yes,16,3,2018
683,9,5.2,51,1.7,2000,Spring,No Holiday,Yes,16,3,2018
507,10,6.7,46,2.2,1936,Spring,No Holiday,Yes,16,3,2018
557,11,8.2,45,2.4,1992,Spring,No Holiday,Yes,16,3,2018
705,12,9.4,40,2.6,1913,Spring,No Holiday,Yes,16,3,2018
715,13,10.4,38,2.4,1959,Spring,No Holiday,Yes,16,3,2018
772,14,11.0,36,1.8,1973,Spring,No Holiday,Yes,16,3,2018
923,15,11.9,32,1.9,1976,Spring,No Holiday,Yes,16,3,2018
976,16,11.6,31,1.4,1999,Spring,No Holiday,Yes,16,3,2018
1160,17,11.2,30,1.5,2000,Spring,No Holiday,Yes,16,3,2018
1641,18,10.0,33,1.2,2000,Spring,No Holiday,Yes,16,3,2018
974,19,8.1,36,1.2,2000,Spring,No Holiday,Yes,16,3,2018
774,20,6.7,41,1.0,2000,Spring,No Holiday,Yes,16,3,2018
710,21,5.8,43,1.8,2000,Spring,No Holiday,Yes,16,3,2018
660,22,4.9,46,0.8,2000,Spring,No Holiday,Yes,16,3,2018
455,23,4.2,47,1.3,2000,Spring,No Holiday,Yes,16,3,2018
414,0,3.7,48,1.6,2000,Spring,No Holiday,Yes,17,3,2018
366,1,3.0,52,0.7,2000,Spring,No Holiday,Yes,17,3,2018
268,2,2.3,56,0.6,2000,Spring,No Holiday,Yes,17,3,2018
157,3,1.8,59,0.7,2000,Spring,No Holiday,Yes,17,3,2018
103,4,1.3,61,0.7,2000,Spring,No Holiday,Yes,17,3,2018
60,5,1.0,62,0.9,2000,Spring,No Holiday,Yes,17,3,2018
109,6,0.8,63,1.0,2000,Spring,No Holiday,Yes,17,3,2018
193,7,0.5,64,0.8,2000,Spring,No Holiday,Yes,17,3,2018
384,8,1.3,57,1.0,1974,Spring,No Holiday,Yes,17,3,2018
520,9,3.4,49,1.6,1950,Spring,No Holiday,Yes,17,3,2018
561,10,6.0,43,1.0,1829,Spring,No Holiday,Yes,17,3,2018
742,11,8.0,39,1.2,1783,Spring,No Holiday,Yes,17,3,2018
933,12,10.0,38,1.5,1677,Spring,No Holiday,Yes,17,3,2018
1111,13,10.9,32,1.2,1772,Spring,No Holiday,Yes,17,3,2018
1294,14,12.1,29,2.3,1734,Spring,No Holiday,Yes,17,3,2018
1514,15,13.2,23,2.8,1696,Spring,No Holiday,Yes,17,3,2018
1440,16,13.7,28,2.1,1499,Spring,No Holiday,Yes,17,3,2018
1272,17,12.1,34,2.5,1240,Spring,No Holiday,Yes,17,3,2018
934,18,10.6,42,2.8,1307,Spring,No Holiday,Yes,17,3,2018
718,19,8.8,49,3.2,1207,Spring,No Holiday,Yes,17,3,2018
688,20,7.9,54,2.3,1005,Spring,No Holiday,Yes,17,3,2018
624,21,7.4,54,2.0,1142,Spring,No Holiday,Yes,17,3,2018
562,22,7.0,55,2.7,1041,Spring,No Holiday,Yes,17,3,2018
422,23,6.4,59,1.1,961,Spring,No Holiday,Yes,17,3,2018
407,0,5.9,56,1.1,1019,Spring,No Holiday,Yes,18,3,2018
309,1,5.7,55,1.4,1043,Spring,No Holiday,Yes,18,3,2018
226,2,5.5,56,1.2,1067,Spring,No Holiday,Yes,18,3,2018
174,3,5.5,57,1.1,1079,Spring,No Holiday,Yes,18,3,2018
106,4,5.6,55,0.4,1115,Spring,No Holiday,Yes,18,3,2018
67,5,5.6,55,1.2,1008,Spring,No Holiday,Yes,18,3,2018
73,6,5.7,54,1.7,1208,Spring,No Holiday,Yes,18,3,2018
152,7,5.5,58,1.0,937,Spring,No Holiday,Yes,18,3,2018
293,8,5.9,58,1.8,861,Spring,No Holiday,Yes,18,3,2018
398,9,6.3,53,0.5,849,Spring,No Holiday,Yes,18,3,2018
460,10,7.2,53,1.6,709,Spring,No Holiday,Yes,18,3,2018
587,11,8.5,49,0.7,718,Spring,No Holiday,Yes,18,3,2018
751,12,9.8,46,1.2,710,Spring,No Holiday,Yes,18,3,2018
881,13,10.6,43,1.3,705,Spring,No Holiday,Yes,18,3,2018
993,14,11.0,41,1.1,763,Spring,No Holiday,Yes,18,3,2018
1128,15,12.0,37,0.8,879,Spring,No Holiday,Yes,18,3,2018
1059,16,12.3,30,1.6,1263,Spring,No Holiday,Yes,18,3,2018
603,17,11.1,42,2.2,765,Spring,No Holiday,Yes,18,3,2018
365,18,10.4,47,0.4,824,Spring,No Holiday,Yes,18,3,2018
237,19,10.0,53,1.7,796,Spring,No Holiday,Yes,18,3,2018
146,20,9.2,66,1.1,513,Spring,No Holiday,Yes,18,3,2018
71,21,8.8,72,0.9,501,Spring,No Holiday,Yes,18,3,2018
70,22,8.1,76,0.8,492,Spring,No Holiday,Yes,18,3,2018
53,23,7.4,80,1.3,471,Spring,No Holiday,Yes,18,3,2018
67,0,7.0,81,1.1,421,Spring,No Holiday,Yes,19,3,2018
38,1,6.7,84,0.8,320,Spring,No Holiday,Yes,19,3,2018
28,2,6.6,86,0.6,416,Spring,No Holiday,Yes,19,3,2018
12,3,6.5,88,0.9,276,Spring,No Holiday,Yes,19,3,2018
9,4,6.3,90,1.0,240,Spring,No Holiday,Yes,19,3,2018
27,5,6.2,89,1.5,338,Spring,No Holiday,Yes,19,3,2018
91,6,6.5,88,1.2,417,Spring,No Holiday,Yes,19,3,2018
370,7,6.5,88,1.4,515,Spring,No Holiday,Yes,19,3,2018
592,8,7.3,84,2.2,813,Spring,No Holiday,Yes,19,3,2018
387,9,8.2,81,2.7,1273,Spring,No Holiday,Yes,19,3,2018
292,10,9.1,77,2.7,1587,Spring,No Holiday,Yes,19,3,2018
393,11,10.2,65,3.3,2000,Spring,No Holiday,Yes,19,3,2018
403,12,10.2,58,3.5,2000,Spring,No Holiday,Yes,19,3,2018
387,13,10.1,61,3.7,1504,Spring,No Holiday,Yes,19,3,2018
326,14,10.1,59,3.3,2000,Spring,No Holiday,Yes,19,3,2018
263,15,9.8,57,3.0,2000,Spring,No Holiday,Yes,19,3,2018
271,16,8.9,63,3.0,1614,Spring,No Holiday,Yes,19,3,2018
605,17,8.5,59,2.7,1927,Spring,No Holiday,Yes,19,3,2018
1200,18,8.6,55,2.4,1958,Spring,No Holiday,Yes,19,3,2018
818,19,8.4,51,3.3,1977,Spring,No Holiday,Yes,19,3,2018
711,20,8.3,47,3.1,2000,Spring,No Holiday,Yes,19,3,2018
731,21,8.0,47,3.3,2000,Spring,No Holiday,Yes,19,3,2018
565,22,7.6,48,3.1,2000,Spring,No Holiday,Yes,19,3,2018
382,23,6.9,44,3.3,2000,Spring,No Holiday,Yes,19,3,2018
297,0,6.3,42,3.3,2000,Spring,No Holiday,Yes,20,3,2018
243,1,5.5,42,3.1,2000,Spring,No Holiday,Yes,20,3,2018
165,2,5.1,44,3.4,2000,Spring,No Holiday,Yes,20,3,2018
95,3,4.7,44,3.8,2000,Spring,No Holiday,Yes,20,3,2018
69,4,4.4,44,3.1,2000,Spring,No Holiday,Yes,20,3,2018
92,5,4.1,42,3.1,2000,Spring,No Holiday,Yes,20,3,2018
235,6,3.9,43,3.4,2000,Spring,No Holiday,Yes,20,3,2018
677,7,3.8,44,4.1,2000,Spring,No Holiday,Yes,20,3,2018
1212,8,4.3,43,4.2,2000,Spring,No Holiday,Yes,20,3,2018
661,9,5.7,38,3.9,1985,Spring,No Holiday,Yes,20,3,2018
418,10,7.4,35,3.5,1990,Spring,No Holiday,Yes,20,3,2018
488,11,8.4,34,3.6,1966,Spring,No Holiday,Yes,20,3,2018
522,12,9.0,33,3.1,1985,Spring,No Holiday,Yes,20,3,2018
516,13,8.0,37,3.4,2000,Spring,No Holiday,Yes,20,3,2018
478,14,7.3,38,3.4,1997,Spring,No Holiday,Yes,20,3,2018
492,15,6.5,39,3.3,2000,Spring,No Holiday,Yes,20,3,2018
518,16,5.6,42,4.2,2000,Spring,No Holiday,Yes,20,3,2018
719,17,4.9,43,4.3,2000,Spring,No Holiday,Yes,20,3,2018
1111,18,4.1,43,3.5,2000,Spring,No Holiday,Yes,20,3,2018
716,19,3.2,45,3.7,2000,Spring,No Holiday,Yes,20,3,2018
543,20,2.7,45,3.3,2000,Spring,No Holiday,Yes,20,3,2018
494,21,2.3,40,3.3,2000,Spring,No Holiday,Yes,20,3,2018
460,22,2.0,37,2.7,2000,Spring,No Holiday,Yes,20,3,2018
294,23,1.8,37,2.3,2000,Spring,No Holiday,Yes,20,3,2018
240,0,1.6,39,2.3,2000,Spring,No Holiday,Yes,21,3,2018
223,1,1.5,40,2.8,2000,Spring,No Holiday,Yes,21,3,2018
147,2,1.4,40,2.9,2000,Spring,No Holiday,Yes,21,3,2018
82,3,1.3,40,2.1,2000,Spring,No Holiday,Yes,21,3,2018
70,4,1.3,39,2.3,2000,Spring,No Holiday,Yes,21,3,2018
80,5,1.3,40,2.3,2000,Spring,No Holiday,Yes,21,3,2018
209,6,1.4,42,1.7,2000,Spring,No Holiday,Yes,21,3,2018
605,7,1.4,43,1.5,2000,Spring,No Holiday,Yes,21,3,2018
1097,8,1.6,42,1.8,2000,Spring,No Holiday,Yes,21,3,2018
614,9,2.5,40,1.9,2000,Spring,No Holiday,Yes,21,3,2018
374,10,3.6,37,1.3,2000,Spring,No Holiday,Yes,21,3,2018
339,11,4.8,35,2.1,2000,Spring,No Holiday,Yes,21,3,2018
333,12,4.8,51,2.2,1715,Spring,No Holiday,Yes,21,3,2018
196,13,4.0,64,2.0,1834,Spring,No Holiday,Yes,21,3,2018
117,14,1.9,89,1.5,102,Spring,No Holiday,Yes,21,3,2018
184,15,2.2,85,1.3,2000,Spring,No Holiday,Yes,21,3,2018
241,16,2.4,79,1.9,1995,Spring,No Holiday,Yes,21,3,2018
319,17,2.5,78,2.0,2000,Spring,No Holiday,Yes,21,3,2018
615,18,2.0,77,1.3,2000,Spring,No Holiday,Yes,21,3,2018
402,19,2.0,81,0.7,2000,Spring,No Holiday,Yes,21,3,2018
120,20,1.7,85,1.3,396,Spring,No Holiday,Yes,21,3,2018
231,21,1.2,92,0.7,1474,Spring,No Holiday,Yes,21,3,2018
320,22,1.2,87,0.9,1802,Spring,No Holiday,Yes,21,3,2018
226,23,1.5,86,1.2,1495,Spring,No Holiday,Yes,21,3,2018
243,0,1.6,86,1.7,1141,Spring,No Holiday,Yes,22,3,2018
247,1,1.6,85,2.0,952,Spring,No Holiday,Yes,22,3,2018
173,2,1.5,86,2.5,782,Spring,No Holiday,Yes,22,3,2018
107,3,1.3,87,1.7,822,Spring,No Holiday,Yes,22,3,2018
75,4,1.3,87,2.2,937,Spring,No Holiday,Yes,22,3,2018
81,5,1.1,88,0.9,927,Spring,No Holiday,Yes,22,3,2018
212,6,0.8,88,1.0,900,Spring,No Holiday,Yes,22,3,2018
600,7,0.6,85,1.5,1321,Spring,No Holiday,Yes,22,3,2018
1174,8,1.1,79,1.7,1480,Spring,No Holiday,Yes,22,3,2018
653,9,2.5,67,1.3,1472,Spring,No Holiday,Yes,22,3,2018
446,10,4.9,56,1.9,1480,Spring,No Holiday,Yes,22,3,2018
565,11,6.9,46,2.1,1541,Spring,No Holiday,Yes,22,3,2018
668,12,8.3,36,2.5,1665,Spring,No Holiday,Yes,22,3,2018
648,13,9.9,29,3.2,1641,Spring,No Holiday,Yes,22,3,2018
674,14,11.4,30,3.1,1672,Spring,No Holiday,Yes,22,3,2018
758,15,10.7,34,4.5,1850,Spring,No Holiday,Yes,22,3,2018
752,16,10.3,34,3.8,1850,Spring,No Holiday,Yes,22,3,2018
999,17,9.6,38,3.2,1606,Spring,No Holiday,Yes,22,3,2018
1495,18,7.9,46,3.1,1057,Spring,No Holiday,Yes,22,3,2018
923,19,6.2,54,1.8,883,Spring,No Holiday,Yes,22,3,2018
739,20,5.1,56,2.0,899,Spring,No Holiday,Yes,22,3,2018
726,21,4.5,62,2.0,826,Spring,No Holiday,Yes,22,3,2018
621,22,3.9,66,2.7,990,Spring,No Holiday,Yes,22,3,2018
428,23,3.4,69,1.1,895,Spring,No Holiday,Yes,22,3,2018
335,0,2.9,72,1.3,903,Spring,No Holiday,Yes,23,3,2018
283,1,2.5,75,1.5,786,Spring,No Holiday,Yes,23,3,2018
216,2,2.2,80,1.4,615,Spring,No Holiday,Yes,23,3,2018
128,3,1.9,81,1.1,525,Spring,No Holiday,Yes,23,3,2018
92,4,2.0,80,0.8,474,Spring,No Holiday,Yes,23,3,2018
95,5,2.2,79,0.8,553,Spring,No Holiday,Yes,23,3,2018
243,6,2.3,80,0.7,546,Spring,No Holiday,Yes,23,3,2018
661,7,2.5,79,1.4,536,Spring,No Holiday,Yes,23,3,2018
1216,8,2.6,77,1.3,567,Spring,No Holiday,Yes,23,3,2018
664,9,3.3,72,1.4,618,Spring,No Holiday,Yes,23,3,2018
461,10,5.4,64,1.6,637,Spring,No Holiday,Yes,23,3,2018
584,11,7.1,50,1.7,799,Spring,No Holiday,Yes,23,3,2018
